Período;Região;Instituição;Localização Geográfica;Tipo de Especialidade;Doentes Saídos;Dias de Internamento
2017-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;10603;64894
2017-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Cirurgica;2763;20759
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Cirurgica;24362;177490
2017-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;1991;12947
2017-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Cirurgica;270;1307
2017-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;4942;21499
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Cirurgica;14569;83562
2017-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Cirurgica;10489;59917
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Cirurgica;6708;41819
2017-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;8098;47438
2017-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Cirurgica;8041;63964
2017-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Cirurgica;3101;22278
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;21213;149912
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;5720;29615
2017-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;5534;24260
2017-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;4145;26061
2017-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Cirurgica;8282;54731
2017-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;5264;41936
2017-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Cirurgica;4263;28554
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Cirurgica;1967;10947
2017-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;8847;51036
2017-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;Especialidade Cirurgica;7572;43065
2017-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Cirurgica;5306;30971
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Especialidade Cirurgica;15239;99403
2017-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Cirurgica;6283;38975
2017-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;6348;32609
2017-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Cirurgica;8336;38084
2017-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;23302;146600
2017-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Cirurgica;10051;45709
2017-11;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;14732;89868
2017-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;5864;46431
2017-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Cirurgica;8380;52140
2017-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Cirurgica;3623;27742
2017-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Cirurgica;13718;104994
2017-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Cirurgica;9655;77203
2017-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;2675;17403
2017-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Cirurgica;352;1595
2017-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;3698;25002
2017-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;12505;97324
2017-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Cirurgica;6502;39707
2017-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Cirurgica;11366;68731
2017-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;4949;31573
2017-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Cirurgica;5933;31549
2017-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Cirurgica;11208;58512
2017-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Cirurgica;13939;81778
2017-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Cirurgica;8846;47908
2018-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Cirurgica;1088;9061
2018-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Cirurgica;2863;20723
2018-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;1035;8593
2018-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;565;2734
2018-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;939;6549
2018-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Cirurgica;961;5802
2018-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Cirurgica;364;1630
2018-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Cirurgica;440;3062
2018-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Cirurgica;69;351
2018-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Cirurgica;568;4291
2018-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;1872;12758
2018-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Cirurgica;715;3219
2018-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;1048;8302
2018-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Especialidade Cirurgica;1119;7432
2018-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;971;6234
2018-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Cirurgica;1316;8212
2018-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;3137;25761
2018-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Cirurgica;1651;10715
2018-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Cirurgica;1537;10706
2018-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;1343;7895
2018-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Especialidade Cirurgica;2327;14726
2018-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Cirurgica;3300;20190
2018-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Cirurgica;2623;16396
2018-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;3685;24144
2018-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Cirurgica;2431;14486
2018-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;864;5762
2018-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;1291;8220
2018-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;8421;59868
2018-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Cirurgica;1928;12292
2018-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;2252;11102
2018-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Cirurgica;5483;43718
2018-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;1632;10259
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;10502;75334
2018-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Cirurgica;2374;15244
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Especialidade Cirurgica;6876;44898
2018-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;2678;12404
2018-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Cirurgica;1795;7975
2018-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Cirurgica;4240;22377
2018-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Cirurgica;1765;14379
2018-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;4373;26920
2018-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Cirurgica;228;1043
2018-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Cirurgica;1840;13020
2018-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;3390;16758
2018-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Cirurgica;4256;19819
2018-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;3288;15116
2018-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;2601;15704
2018-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;12830;80360
2018-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Cirurgica;6638;41473
2018-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Cirurgica;4021;22136
2018-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Especialidade Cirurgica;2535;16902
2018-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;5114;33096
2018-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;2300;14333
2018-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Cirurgica;2028;15449
2018-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Cirurgica;2136;15071
2018-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;Especialidade Cirurgica;3590;22801
2018-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;6534;46914
2018-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;14901;93213
2018-07;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;9462;57110
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Cirurgica;2674;17501
2018-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Cirurgica;21532;154252
2018-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Especialidade Cirurgica;6188;51226
2018-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;1640;11436
2018-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;3475;21100
2018-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Cirurgica;12845;75490
2018-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Cirurgica;6982;35604
2018-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;11024;65620
2018-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Cirurgica;1539;8146
2018-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Cirurgica;5406;29912
2018-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Cirurgica;3033;19739
2018-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Cirurgica;10049;79425
2018-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;6495;41646
2018-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;1826;12919
2018-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;18241;133295
2018-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;5043;23490
2018-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;8165;59420
2018-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Cirurgica;8312;52538
2018-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Especialidade Cirurgica;14344;84516
2018-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Cirurgica;7378;34940
2018-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Cirurgica;1602;8942
2018-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;4690;36217
2018-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Cirurgica;2838;23011
2018-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;3160;19454
2018-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;20270;147970
2018-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;13918;82162
2018-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;5248;40443
2018-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Cirurgica;4923;34072
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Especialidade Cirurgica;3144;25367
2018-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;7953;50392
2018-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;2282;16380
2018-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Cirurgica;5788;39819
2018-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;6224;29027
2018-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Especialidade Cirurgica;12427;74520
2018-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;Especialidade Cirurgica;2074;11003
2018-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;5846;44671
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Cirurgica;1891;10952
2018-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;2482;17485
2018-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;3848;23238
2018-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;12511;95940
2018-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Especialidade Cirurgica;15652;101688
2018-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Cirurgica;6289;43468
2018-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;6906;33578
2018-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;6793;31760
2018-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;10932;79187
2018-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Cirurgica;10582;52797
2018-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Especialidade Cirurgica;6373;48439
2018-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Especialidade Cirurgica;4944;33273
2019-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Cirurgica;345;2217
2019-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;Especialidade Cirurgica;760;3763
2019-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Especialidade Cirurgica;331;2131
2019-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;524;2573
2019-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Cirurgica;521;3538
2019-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;2128;13232
2019-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Especialidade Cirurgica;407;2986
2019-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Cirurgica;394;1665
2019-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Cirurgica;669;4111
2019-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Especialidade Cirurgica;488;3080
2019-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Especialidade Cirurgica;90;344
2019-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;664;3930
2019-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Especialidade Cirurgica;922;5391
2019-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;Especialidade Cirurgica;922;5469
2019-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Especialidade Cirurgica;1075;6916
2019-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;1042;4898
2019-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Cirurgica;1681;11832
2019-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;Especialidade Cirurgica;748;3185
2019-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Especialidade Cirurgica;1576;9950
2019-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Cirurgica;1728;10739
2019-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Especialidade Cirurgica;1240;7056
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Cirurgica;1550;9423
2019-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Cirurgica;819;6369
2019-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;2902;22853
2019-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Especialidade Cirurgica;1616;7695
2019-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;2616;19110
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;5889;38039
2019-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Especialidade Cirurgica;2619;12473
2019-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Especialidade Cirurgica;2592;16605
2019-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Especialidade Cirurgica;3838;23643
2019-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Especialidade Cirurgica;2344;14847
2019-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Especialidade Cirurgica;2000;12502
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Especialidade Cirurgica;1318;8531
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Especialidade Cirurgica;575;4696
2019-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Especialidade Cirurgica;4608;34824
2019-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Especialidade Cirurgica;2623;15545
2019-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;3916;30493
2019-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Especialidade Cirurgica;2853;12600
2019-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Especialidade Cirurgica;1969;13766
2019-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Especialidade Cirurgica;3349;23689
2019-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Especialidade Cirurgica;1550;10281
2019-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Especialidade Cirurgica;8120;51824
2019-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Especialidade Cirurgica;3063;15943
2019-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Especialidade Cirurgica;13128;92431
2019-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Especialidade Cirurgica;1755;10179
2019-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Especialidade Cirurgica;1386;10310
2019-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Especialidade Cirurgica;9992;72359
2019-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Especialidade Cirurgica;5050;39147
2019-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Especialidade Cirurgica;2762;13659
2019-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Especialidade Cirurgica;4374;31978
